Index,Churn Reason,Churn Score,Churn Value,City,CLTV,Contract,Dependents,Device Protection,Gender,Internet Service,Is Manual Payment Method,Lat Long,Latitude,Longitude,Monthly Charges,Multiple Lines,Online Backup,Online Security,Paperless Billing,Partner,Payment Method,Phone Service,Senior Citizen,Streaming Movies,Streaming TV,Sum Of Additional Services,Tech Support,Tenure Category,Tenure Months,Total Charges,Zip Code
2739,"",44,0,Wilseyville,4423,One year,No,No,Female,DSL,Yes,"38.392686, -120.415951",38.392686,-120.415951,54.25,Yes,Yes,No,Yes,No,Mailed check,Yes,No,No,No,1,No,established customers,14,773.2,95257
2740,"",78,0,Woodbridge,5577,Month-to-month,No,No,Female,Fiber optic,No,"38.169605, -121.310964",38.169605,-121.310964,80,Yes,No,Yes,Yes,No,Credit card (automatic),Yes,No,No,No,1,No,established customers,13,1029.35,95258
2741,"",63,0,Ballico,2007,Two year,No,Yes,Female,DSL,Yes,"37.4695, -120.672724",37.4695,-120.672724,79.2,Yes,No,Yes,No,No,Mailed check,Yes,No,Yes,Yes,4,No,established customers,46,3593.8,95303
2742,"",63,0,Catheys Valley,2040,Month-to-month,No,No,Male,Fiber optic,Yes,"37.394411, -120.127262",37.394411,-120.127262,94.3,Yes,Yes,No,Yes,Yes,Electronic check,Yes,Yes,No,Yes,3,Yes,established customers,43,3953.15,95306
2743,"",51,0,Ceres,2202,Two year,No,No,Male,DSL,No,"37.553469, -120.952825",37.553469,-120.952825,49.8,No,No,No,Yes,No,Bank transfer (automatic),Yes,No,No,No,1,Yes,established customers,39,1971.15,95307
2744,"",58,0,Coulterville,5594,Month-to-month,No,Yes,Male,DSL,Yes,"37.722127, -120.110174",37.722127,-120.110174,53.75,No phone service,No,Yes,Yes,No,Electronic check,No,No,Yes,Yes,4,No,Loyal Customers,57,3196,95311
2745,"",20,0,Cressey,4700,One year,No,No,Female,Fiber optic,Yes,"37.420273, -120.66527",37.420273,-120.66527,93.45,No,No,No,Yes,Yes,Electronic check,Yes,No,Yes,Yes,3,Yes,Loyal Customers,53,4872.2,95312
2746,"",33,0,Crows Landing,5192,Month-to-month,Yes,Yes,Male,Fiber optic,Yes,"37.435664, -121.049056",37.435664,-121.049056,87.9,No,No,Yes,Yes,Yes,Mailed check,Yes,No,No,Yes,3,No,established customers,18,1500.5,95313
2747,"",46,0,Denair,4411,One year,No,No,Female,DSL,No,"37.524721, -120.757977",37.524721,-120.757977,61.05,Yes,No,Yes,Yes,Yes,Bank transfer (automatic),Yes,No,No,No,2,Yes,Loyal Customers,58,3478.75,95316
2748,"",70,0,El Nido,4113,Two year,No,Yes,Female,Fiber optic,No,"37.127386, -120.506422",37.127386,-120.506422,104.05,Yes,No,No,No,No,Bank transfer (automatic),Yes,Yes,Yes,Yes,3,No,Loyal Customers,71,7413.55,95317
2749,"",36,0,El Portal,3244,One year,No,Yes,Female,Fiber optic,Yes,"37.654551, -119.822984",37.654551,-119.822984,99.25,No,No,No,Yes,No,Electronic check,Yes,No,Yes,Yes,4,Yes,established customers,35,3532,95318
2750,"",33,0,Escalon,5806,Month-to-month,No,Yes,Male,Fiber optic,No,"37.818543, -121.006907",37.818543,-121.006907,85.7,No,No,No,No,No,Credit card (automatic),Yes,No,Yes,No,2,No,New Customers,3,256.75,95320
2751,"",35,0,Groveland,2709,One year,No,No,Male,Fiber optic,Yes,"37.902968, -119.667544",37.902968,-119.667544,104.85,Yes,Yes,Yes,Yes,No,Electronic check,Yes,No,Yes,Yes,4,No,established customers,38,3887.25,95321
2752,"",61,0,Gustine,3945,Two year,No,Yes,Male,DSL,No,"37.147198, -121.120161",37.147198,-121.120161,69.15,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),Yes,No,No,No,4,Yes,established customers,35,2490.15,95322
2753,"",55,0,Hilmar,3459,Two year,No,Yes,Female,DSL,Yes,"37.394536, -120.890747",37.394536,-120.890747,74.45,No,No,No,No,No,Mailed check,Yes,No,Yes,Yes,4,Yes,established customers,47,3510.3,95324
2754,"",48,0,Hornitos,3185,Month-to-month,No,No,Female,DSL,Yes,"37.479926, -120.230424",37.479926,-120.230424,50.45,No,Yes,No,No,No,Electronic check,Yes,No,No,No,1,No,established customers,14,765.45,95325
2755,"",37,0,Hughson,2399,Month-to-month,No,No,Female,DSL,Yes,"37.5923, -120.853288",37.5923,-120.853288,60,No,Yes,No,Yes,Yes,Electronic check,Yes,Yes,Yes,No,2,No,established customers,20,1259.35,95326
2756,"",38,0,Jamestown,5012,Two year,No,No,Male,DSL,Yes,"37.84771, -120.486589",37.84771,-120.486589,85.25,Yes,Yes,Yes,No,Yes,Electronic check,Yes,No,Yes,Yes,5,Yes,Loyal Customers,66,5538.35,95327
2757,"",67,0,Keyes,2483,Month-to-month,No,No internet service,Male,No,No,"37.555631, -120.911653",37.555631,-120.911653,19.45,No,No internet service,No internet service,Yes,Yes,Credit card (automatic),Yes,No,No internet service,No internet service,0,No internet service,established customers,15,340.85,95328
2758,"",57,0,La Grange,2574,Two year,No,No internet service,Female,No,No,"37.666587, -120.411517",37.666587,-120.411517,20.75,No,No internet service,No internet service,Yes,No,Bank transfer (automatic),Yes,No,No internet service,No internet service,0,No internet service,established customers,42,844.45,95329
2759,"",38,0,Lathrop,2362,Month-to-month,No,No,Female,Fiber optic,Yes,"37.80821, -121.308401",37.80821,-121.308401,78.9,Yes,No,Yes,No,Yes,Electronic check,Yes,No,No,No,1,No,established customers,17,1348.95,95330
2760,"",21,0,Le Grand,4812,One year,No,No,Male,Fiber optic,No,"37.249377, -120.249581",37.249377,-120.249581,104.5,Yes,Yes,No,Yes,No,Credit card (automatic),Yes,No,Yes,Yes,4,Yes,established customers,37,3778,95333
2761,"",70,0,Livingston,5007,Month-to-month,No,No,Female,DSL,Yes,"37.361987, -120.748394",37.361987,-120.748394,49.4,No,Yes,No,Yes,No,Electronic check,Yes,No,No,No,1,No,New Customers,12,611.65,95334
2762,"",24,0,Manteca,6355,Two year,No,No internet service,Female,No,Yes,"37.830267, -121.201018",37.830267,-121.201018,25,Yes,No internet service,No internet service,No,No,Mailed check,Yes,No,No internet service,No internet service,0,No internet service,Loyal Customers,60,1505.05,95336
2763,"",28,0,Manteca,4134,Month-to-month,Yes,No,Male,DSL,No,"37.750822, -121.238423",37.750822,-121.238423,25.55,No phone service,No,No,No,Yes,Credit card (automatic),No,No,No,No,0,No,established customers,18,467.85,95337
2764,"",26,0,Merced,2228,Month-to-month,No,No,Female,Fiber optic,Yes,"37.255637, -120.493537",37.255637,-120.493537,70.15,No,No,No,Yes,No,Electronic check,Yes,No,No,No,0,No,New Customers,3,194.2,95340
2765,"",55,0,Midpines,5108,Month-to-month,Yes,No,Female,DSL,No,"37.581496, -119.972762",37.581496,-119.972762,69.4,No,No,No,Yes,No,Credit card (automatic),Yes,No,Yes,Yes,3,Yes,New Customers,9,571.45,95345
2766,"",56,0,Merced,4778,One year,No,Yes,Male,Fiber optic,Yes,"37.40122, -120.514191",37.40122,-120.514191,93.15,Yes,Yes,Yes,Yes,Yes,Electronic check,Yes,No,No,No,3,No,Loyal Customers,56,5253.95,95348
2767,"",71,0,Modesto,4704,Month-to-month,No,No,Male,Fiber optic,Yes,"37.639029, -120.964772",37.639029,-120.964772,69.55,No,No,No,Yes,No,Electronic check,Yes,No,No,No,0,No,New Customers,7,521.35,95354
2768,"",34,0,Modesto,5267,Two year,Yes,No internet service,Female,No,No,"37.672906, -120.946594",37.672906,-120.946594,20.2,No,No internet service,No internet service,No,Yes,Bank transfer (automatic),Yes,No,No internet service,No internet service,0,No internet service,Loyal Customers,69,1412.65,95355
2769,"",60,0,Modesto,6393,Two year,Yes,No internet service,Male,No,No,"37.612612, -121.108568",37.612612,-121.108568,20.4,No,No internet service,No internet service,No,Yes,Credit card (automatic),Yes,No,No internet service,No internet service,0,No internet service,Loyal Customers,54,1090.6,95358
2770,"",66,0,Newman,4811,One year,No,No internet service,Male,No,No,"37.343846, -121.039391",37.343846,-121.039391,23.75,Yes,No internet service,No internet service,Yes,Yes,Credit card (automatic),Yes,No,No internet service,No internet service,0,No internet service,Loyal Customers,62,1446.8,95360
2771,"",37,0,Patterson,5057,Month-to-month,Yes,No,Female,DSL,No,"37.410236, -121.320337",37.410236,-121.320337,70.45,Yes,No,No,Yes,Yes,Credit card (automatic),Yes,No,Yes,Yes,2,No,Loyal Customers,62,4300.45,95363
2772,"",63,0,Pinecrest,3921,Month-to-month,No,No,Male,DSL,No,"38.224869, -119.755729",38.224869,-119.755729,65.75,Yes,No,Yes,No,No,Bank transfer (automatic),Yes,No,Yes,No,2,No,established customers,17,1111.2,95364
2773,"",49,0,Planada,2323,Month-to-month,No,No,Male,DSL,Yes,"37.329725, -120.306399",37.329725,-120.306399,24.6,No phone service,No,No,Yes,No,Mailed check,No,No,No,No,0,No,New Customers,9,190.1,95365
2774,"",25,0,Ripon,4226,Two year,No,Yes,Male,DSL,Yes,"37.750778, -121.13238",37.750778,-121.13238,69.25,No,No,Yes,No,Yes,Mailed check,Yes,No,No,Yes,4,Yes,Loyal Customers,64,4447.75,95366
2775,"",66,0,Sonora,5065,Two year,No,No internet service,Female,No,No,"37.982716, -120.343732",37.982716,-120.343732,24.65,Yes,No internet service,No internet service,No,Yes,Bank transfer (automatic),Yes,No,No internet service,No internet service,0,No internet service,Loyal Customers,72,1830.05,95370
2776,"",78,0,Soulsbyville,3171,One year,No,Yes,Male,Fiber optic,No,"37.990574, -120.261821",37.990574,-120.261821,90.4,Yes,Yes,Yes,No,No,Bank transfer (automatic),Yes,No,No,No,3,No,established customers,30,2820.65,95372
2777,"",53,0,Stevinson,5417,Month-to-month,No,No,Female,Fiber optic,Yes,"37.316807, -120.855753",37.316807,-120.855753,100.85,Yes,No,Yes,Yes,Yes,Mailed check,Yes,No,Yes,Yes,3,No,Loyal Customers,49,4847.35,95374
2778,"",35,0,Tracy,6466,Two year,No,Yes,Male,DSL,No,"37.680968, -121.446049",37.680968,-121.446049,75.35,Yes,No,Yes,No,Yes,Credit card (automatic),Yes,No,Yes,No,4,Yes,Loyal Customers,61,4729.3,95376
2779,"",76,0,Tuolumne,3760,Month-to-month,Yes,No,Male,Fiber optic,Yes,"37.939768, -120.188002",37.939768,-120.188002,87.2,Yes,Yes,No,No,Yes,Electronic check,Yes,No,No,Yes,2,No,established customers,47,4017.45,95379
2780,"",80,0,Turlock,2120,Month-to-month,No,Yes,Male,DSL,No,"37.474396, -120.875917",37.474396,-120.875917,64.4,No,No,Yes,No,No,Credit card (automatic),Yes,No,Yes,No,3,No,established customers,20,1398.6,95380
2781,"",59,0,Twain Harte,5907,Two year,Yes,No internet service,Female,No,No,"38.107441, -120.230625",38.107441,-120.230625,24.7,Yes,No internet service,No internet service,No,Yes,Bank transfer (automatic),Yes,No,No internet service,No internet service,0,No internet service,Loyal Customers,70,1685.9,95383
2782,"",35,0,Vernalis,5915,One year,Yes,No,Male,Fiber optic,Yes,"37.609095, -121.263381",37.609095,-121.263381,105.85,No,Yes,Yes,Yes,No,Electronic check,Yes,No,Yes,Yes,5,Yes,Loyal Customers,54,5826.65,95385
2783,"",74,0,Waterford,5413,One year,No,Yes,Male,Fiber optic,Yes,"37.669516, -120.626964",37.669516,-120.626964,98.3,Yes,Yes,No,Yes,Yes,Mailed check,Yes,Yes,No,Yes,4,Yes,Loyal Customers,61,6066.55,95386
2784,"",37,0,Winton,3799,One year,No,No internet service,Male,No,Yes,"37.421299, -120.599587",37.421299,-120.599587,19.45,No,No internet service,No internet service,No,No,Mailed check,Yes,No,No internet service,No internet service,0,No internet service,established customers,13,270.2,95388
2785,"",52,0,Santa Rosa,3654,Month-to-month,Yes,No,Female,DSL,No,"38.460517, -122.790335",38.460517,-122.790335,58.7,No,Yes,No,Yes,Yes,Credit card (automatic),Yes,No,No,Yes,2,No,New Customers,3,168.6,95401
2786,"",58,0,Santa Rosa,3848,Month-to-month,No,No internet service,Male,No,Yes,"38.488431, -122.752839",38.488431,-122.752839,20.15,No,No internet service,No internet service,Yes,No,Mailed check,Yes,No,No internet service,No internet service,0,No internet service,established customers,25,536.35,95403
2787,"",48,0,Santa Rosa,5039,Month-to-month,No,No,Male,DSL,Yes,"38.526941, -122.709096",38.526941,-122.709096,64.5,Yes,No,Yes,Yes,No,Mailed check,Yes,No,Yes,No,2,No,established customers,30,1888.45,95404
2788,"",77,0,Santa Rosa,3766,Month-to-month,No,No,Female,DSL,Yes,"38.439696, -122.668817",38.439696,-122.668817,28.5,No phone service,No,Yes,No,Yes,Electronic check,No,No,No,No,1,No,established customers,21,629.35,95405
2789,"",24,0,Albion,5272,Month-to-month,No,No,Male,Fiber optic,Yes,"39.225694, -123.717354",39.225694,-123.717354,90.45,No,No,No,Yes,Yes,Electronic check,Yes,Yes,Yes,Yes,2,No,established customers,23,2117.25,95410
2790,"",22,0,Annapolis,5915,Month-to-month,Yes,No,Female,Fiber optic,Yes,"38.731055, -123.316553",38.731055,-123.316553,105.15,Yes,Yes,Yes,Yes,Yes,Electronic check,Yes,No,Yes,Yes,4,No,established customers,45,4730.9,95412
2791,"",53,0,Boonville,2404,One year,Yes,Yes,Female,Fiber optic,No,"39.025867, -123.381544",39.025867,-123.381544,83.15,Yes,Yes,No,No,Yes,Bank transfer (automatic),Yes,No,No,No,2,No,established customers,24,2033.05,95415
2792,"",34,0,Cazadero,4534,Two year,No,Yes,Female,Fiber optic,No,"38.578807, -123.19338",38.578807,-123.19338,103.2,Yes,No,No,No,Yes,Bank transfer (automatic),Yes,No,Yes,Yes,4,Yes,Loyal Customers,56,5744.35,95421
2793,"",64,0,Clearlake Oaks,5820,Month-to-month,No,No internet service,Male,No,Yes,"39.07116, -122.598542",39.07116,-122.598542,19.45,No,No internet service,No internet service,No,No,Electronic check,Yes,No,No internet service,No internet service,0,No internet service,New Customers,1,19.45,95423
2794,"",73,0,Cobb,4291,Two year,No,Yes,Female,Fiber optic,No,"38.838088, -122.73203",38.838088,-122.73203,88.8,No,No,No,No,Yes,Credit card (automatic),Yes,Yes,No,Yes,3,Yes,Loyal Customers,55,4805.3,95426
2795,"",72,0,Covelo,6361,Two year,No,Yes,Female,DSL,No,"39.83307, -123.178765",39.83307,-123.178765,85.9,Yes,No,Yes,Yes,Yes,Credit card (automatic),Yes,No,Yes,Yes,5,Yes,Loyal Customers,72,6110.75,95428
2796,"",38,0,Dos Rios,5715,One year,No,No,Female,DSL,Yes,"39.756049, -123.358701",39.756049,-123.358701,34.2,No phone service,No,No,No,No,Electronic check,No,Yes,Yes,No,1,No,established customers,45,1596.6,95429
2797,"",74,0,Duncans Mills,2618,Two year,No,No internet service,Female,No,Yes,"38.445603, -123.063756",38.445603,-123.063756,20.15,No,No internet service,No internet service,No,No,Mailed check,Yes,No,No internet service,No internet service,0,No internet service,established customers,47,1046.2,95430
2798,"",33,0,Elk,5870,Month-to-month,No,No,Male,DSL,Yes,"39.108252, -123.645121",39.108252,-123.645121,50.3,No,Yes,No,Yes,No,Mailed check,Yes,No,No,No,1,No,New Customers,2,92.75,95432
2799,"",26,0,Forestville,5251,Month-to-month,No,No,Female,Fiber optic,Yes,"38.499302, -122.92444",38.499302,-122.92444,80.15,No,No,Yes,Yes,Yes,Electronic check,Yes,No,No,No,2,Yes,New Customers,2,194.55,95436
2800,"",57,0,Fort Bragg,3097,Month-to-month,No,No,Female,DSL,Yes,"39.455555, -123.683979",39.455555,-123.683979,51.25,No,Yes,No,Yes,Yes,Electronic check,Yes,No,No,No,1,No,New Customers,12,612.1,95437
2801,"",34,0,Geyserville,6166,Two year,Yes,No,Male,Fiber optic,No,"38.731771, -123.064272",38.731771,-123.064272,95.2,No,No,No,Yes,Yes,Credit card (automatic),Yes,No,Yes,Yes,3,Yes,Loyal Customers,69,6671.7,95441
2802,"",59,0,Glen Ellen,5693,One year,Yes,No,Male,Fiber optic,No,"38.368744, -122.522642",38.368744,-122.522642,94.8,No,No,Yes,No,No,Credit card (automatic),Yes,Yes,Yes,Yes,3,No,Loyal Customers,56,5264.3,95442
2803,"",20,0,Glenhaven,3828,Month-to-month,No,No,Female,Fiber optic,Yes,"39.045246, -122.743181",39.045246,-122.743181,80.25,Yes,No,Yes,Yes,No,Electronic check,Yes,Yes,No,No,1,No,New Customers,4,303.7,95443
2804,"",26,0,Graton,4222,Two year,No,Yes,Male,DSL,No,"38.434362, -122.86891",38.434362,-122.86891,76.1,Yes,Yes,No,Yes,Yes,Bank transfer (automatic),Yes,No,No,Yes,4,Yes,Loyal Customers,64,4818.8,95444
2805,"",25,0,Guerneville,6349,Two year,Yes,Yes,Male,Fiber optic,No,"38.52576, -123.013347",38.52576,-123.013347,115.55,Yes,Yes,Yes,No,Yes,Bank transfer (automatic),Yes,No,Yes,Yes,6,Yes,Loyal Customers,62,7159.05,95446
2806,"",40,0,Healdsburg,4392,Two year,Yes,No internet service,Male,No,No,"38.618347, -122.908422",38.618347,-122.908422,24.65,Yes,No internet service,No internet service,No,Yes,Credit card (automatic),Yes,No,No internet service,No internet service,0,No internet service,Loyal Customers,63,1574.5,95448
2807,"",28,0,Hopland,5183,One year,No,Yes,Female,DSL,Yes,"38.93706, -123.118111",38.93706,-123.118111,53.6,No phone service,Yes,Yes,Yes,No,Electronic check,No,No,No,Yes,5,Yes,Loyal Customers,53,2879.2,95449
2808,"",79,0,Jenner,4573,Month-to-month,Yes,No internet service,Male,No,Yes,"38.505995, -123.187019",38.505995,-123.187019,19.45,No,No internet service,No internet service,No,Yes,Mailed check,Yes,No,No internet service,No internet service,0,No internet service,New Customers,5,86.05,95450
2809,"",24,0,Kelseyville,5987,Month-to-month,No,Yes,Male,Fiber optic,Yes,"38.93496, -122.792243",38.93496,-122.792243,88.2,Yes,Yes,Yes,Yes,Yes,Electronic check,Yes,Yes,No,No,3,No,Loyal Customers,49,4159.45,95451
2810,"",36,0,Kenwood,5735,Two year,Yes,No,Female,Fiber optic,No,"38.419525, -122.521585",38.419525,-122.521585,101.15,Yes,No,Yes,Yes,Yes,Bank transfer (automatic),Yes,No,Yes,Yes,3,No,Loyal Customers,62,6638.35,95452
2811,"",33,0,Lakeport,4702,Two year,No,No,Female,DSL,Yes,"39.080469, -122.955176",39.080469,-122.955176,56.8,No,Yes,Yes,No,Yes,Mailed check,Yes,No,No,No,3,Yes,Loyal Customers,55,3112.05,95453
2812,"",29,0,Laytonville,4964,Two year,No,Yes,Female,Fiber optic,Yes,"39.806141, -123.531098",39.806141,-123.531098,99.4,No,Yes,Yes,Yes,Yes,Electronic check,Yes,Yes,No,Yes,5,Yes,Loyal Customers,71,7168.25,95454
2813,"",41,0,Little River,4603,Two year,Yes,No internet service,Female,No,No,"39.245911, -123.77214",39.245911,-123.77214,20.1,No,No internet service,No internet service,Yes,Yes,Credit card (automatic),Yes,No,No internet service,No internet service,0,No internet service,Loyal Customers,72,1326.25,95456
2814,"",69,0,Lower Lake,3671,One year,No,Yes,Male,DSL,No,"38.925545, -122.549083",38.925545,-122.549083,60.7,No phone service,No,Yes,No,Yes,Credit card (automatic),No,No,Yes,Yes,5,Yes,established customers,36,2234.55,95457
2815,"",77,0,Lucerne,5682,One year,No,No internet service,Male,No,No,"39.141934, -122.770679",39.141934,-122.770679,20.95,No,No internet service,No internet service,Yes,Yes,Bank transfer (automatic),Yes,No,No internet service,No internet service,0,No internet service,established customers,25,495.15,95458
2816,"",26,0,Manchester,4796,Two year,No,Yes,Female,Fiber optic,No,"38.966713, -123.586412",38.966713,-123.586412,114.85,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),Yes,Yes,Yes,Yes,6,Yes,Loyal Customers,72,8317.95,95459
2817,"",79,0,Mendocino,4904,One year,No,No internet service,Female,No,No,"39.305545, -123.743697",39.305545,-123.743697,19.25,No,No internet service,No internet service,Yes,No,Bank transfer (automatic),Yes,No,No internet service,No internet service,0,No internet service,established customers,36,679.8,95460
2818,"",36,0,Middletown,2438,Month-to-month,No,No,Male,DSL,Yes,"38.787446, -122.58675",38.787446,-122.58675,62.8,No,No,No,Yes,No,Mailed check,Yes,No,Yes,Yes,2,No,New Customers,1,62.8,95461
2819,"",62,0,Monte Rio,5551,Two year,No,Yes,Female,Fiber optic,Yes,"38.471049, -123.015549",38.471049,-123.015549,105.5,Yes,No,Yes,Yes,Yes,Electronic check,Yes,No,Yes,Yes,4,No,Loyal Customers,72,7544,95462
2820,"",59,0,Navarro,6144,Two year,Yes,No internet service,Male,No,Yes,"39.182916, -123.552571",39.182916,-123.552571,19.85,No,No internet service,No internet service,No,Yes,Mailed check,Yes,No,No internet service,No internet service,0,No internet service,Loyal Customers,59,1188.25,95463
2821,"",23,0,Occidental,2900,One year,No,Yes,Female,DSL,No,"38.415003, -122.998726",38.415003,-122.998726,74.1,No,No,No,No,No,Credit card (automatic),Yes,No,Yes,Yes,4,Yes,New Customers,1,74.1,95465
2822,"",51,0,Philo,3094,Month-to-month,Yes,Yes,Female,Fiber optic,Yes,"39.094102, -123.500853",39.094102,-123.500853,107.5,Yes,Yes,No,Yes,Yes,Electronic check,Yes,No,Yes,Yes,5,Yes,established customers,30,3242.5,95466
